0	2025-01-01 21:08:23	10.799676695236332	106.7322410396201
0	2025-01-01 07:20:41	10.80184653853889	106.74199284114367
0	2025-01-01 01:29:35	10.799672800451555	106.74036606461506
1	2025-01-01 18:49:16	10.7638299	106.6927577
1	2025-01-01 14:39:24	10.778105074448447	106.68561637293534
1	2025-01-01 19:55:27	10.7638299	106.6927577
1	2025-01-01 08:34:08	10.778105074448447	106.68561637293534
1	2025-01-01 13:42:53	10.778105074448447	106.68561637293534
0	2025-01-02 17:39:26	10.746175780319225	106.68618951727105
1	2025-01-02 07:47:35	10.778105074448447	106.68561637293534
1	2025-01-02 02:17:59	10.744949960311564	106.69531639287088
2	2025-01-02 14:40:33	10.756597857399218	106.69244118317624
2	2025-01-02 20:46:15	10.771320992090434	106.66353229983463
3	2025-01-02 05:21:33	10.741840301667647	106.69802334073968
4	2025-01-02 07:47:41	10.81091366162911	106.7032510825876
1	2025-01-03 10:39:49	10.778105074448447	106.68561637293534
1	2025-01-03 13:45:23	10.778105074448447	106.68561637293534
1	2025-01-03 21:02:58	10.744949960311564	106.69531639287088
1	2025-01-04 08:33:04	10.778105074448447	106.68561637293534
1	2025-01-04 19:57:06	10.7638299	106.6927577
1	2025-01-04 19:10:51	10.7638299	106.6927577
1	2025-01-04 14:29:14	10.778105074448447	106.68561637293534
1	2025-01-04 18:52:43	10.7638299	106.6927577
2	2025-01-04 08:21:55	10.756597857399218	106.69244118317624
2	2025-01-04 19:51:50	10.7701119	106.6661271
2	2025-01-04 09:48:38	10.756597857399218	106.69244118317624
2	2025-01-04 07:48:13	10.756597857399218	106.69244118317624
3	2025-01-04 15:15:51	10.741840301667647	106.69802334073968
1	2025-01-05 13:48:06	10.778105074448447	106.68561637293534
1	2025-01-05 19:59:09	10.7638299	106.6927577
1	2025-01-05 18:21:24	10.7638299	106.6927577
1	2025-01-05 13:18:15	10.778105074448447	106.68561637293534
1	2025-01-05 10:18:29	10.778105074448447	106.68561637293534
2	2025-01-05 06:31:22	10.771320992090434	106.66353229983463
2	2025-01-05 13:38:21	10.756597857399218	106.69244118317624
3	2025-01-05 09:27:30	10.741788867451135	106.69883185570617
3	2025-01-05 21:43:38	10.741840301667647	106.69802334073968
0	2025-01-06 14:35:29	10.799672800451555	106.74036606461506
0	2025-01-06 18:18:51	10.735005015154435	106.66646421670812
0	2025-01-06 18:39:53	10.7511005877859	106.66939398181128
0	2025-01-06 08:31:16	10.8024965	106.7372632
0	2025-01-06 17:44:59	10.743935431159718	106.68459473166551
1	2025-01-06 06:07:35	10.744949960311564	106.69531639287088
1	2025-01-06 19:49:44	10.7638299	106.6927577
1	2025-01-06 05:07:42	10.744949960311564	106.69531639287088
1	2025-01-06 01:47:44	10.744949960311564	106.69531639287088
2	2025-01-06 07:29:54	10.756597857399218	106.69244118317624
2	2025-01-06 08:06:02	10.756597857399218	106.69244118317624
2	2025-01-06 14:47:25	10.756597857399218	106.69244118317624
2	2025-01-06 15:49:39	10.756597857399218	106.69244118317624
2	2025-01-06 05:37:42	10.771320992090434	106.66353229983463
3	2025-01-06 11:17:12	10.7407757	106.6992577
3	2025-01-06 15:30:11	10.741840301667647	106.69802334073968
4	2025-01-06 03:30:58	10.81091366162911	106.7032510825876
4	2025-01-06 07:08:13	10.81091366162911	106.7032510825876
0	2025-01-07 20:29:22	10.799412182882268	106.71116378106844
0	2025-01-07 18:58:59	10.759432341428006	106.67607799236764
0	2025-01-07 11:03:06	10.8024965	106.7372632
0	2025-01-07 23:58:54	10.799672800451555	106.74036606461506
1	2025-01-07 21:53:58	10.744949960311564	106.69531639287088
1	2025-01-07 18:11:37	10.7638299	106.6927577
1	2025-01-07 20:20:48	10.744949960311564	106.69531639287088
1	2025-01-07 14:04:28	10.778105074448447	106.68561637293534
2	2025-01-07 12:50:33	10.7684286	106.6645542
2	2025-01-07 22:42:28	10.771320992090434	106.66353229983463
3	2025-01-07 19:44:01	10.741840301667647	106.69802334073968
3	2025-01-07 00:35:27	10.741840301667647	106.69802334073968
4	2025-01-07 15:39:33	10.81091366162911	106.7032510825876
4	2025-01-07 14:11:57	10.81091366162911	106.7032510825876
2	2025-01-08 05:36:51	10.771320992090434	106.66353229983463
2	2025-01-08 23:23:54	10.771320992090434	106.66353229983463
2	2025-01-08 14:33:35	10.756597857399218	106.69244118317624
2	2025-01-08 17:52:03	10.756597857399218	106.69244118317624
